timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1540544774540,49,[/service/] GetCapabilities KVP 1.3.0,200,OK,Test 1-1,text,true,,4945,179,1,1,47,0,2
1540544774669,70,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-1,bin,true,,43934,327,1,1,66,0,2
1540544774753,125,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-1,bin,true,,117136,322,1,1,116,0,1
1540544774888,122,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-1,bin,true,,90552,328,1,1,115,0,2
1540544775024,110,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-1,bin,true,,57556,330,1,1,105,0,2
1540544775146,100,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-1,bin,true,,34491,333,1,1,98,0,2
1540544775257,125,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-1,bin,true,,22054,334,1,1,122,0,2
1540544775393,97,[/service/] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-1,bin,true,,12143,334,1,1,95,0,1
1540544775501,96,[/service/] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-1,bin,true,,8203,334,1,1,93,0,1
1540544775608,88,[/service/] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-1,bin,true,,3584,333,1,1,86,0,1
1540544775706,103,[/service/] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,332,1,1,103,0,2
1540544775820,87,[/service/] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,334,1,1,87,0,1
1540544775917,102,[/service/] GetMap EPSG:3857 Zoom 11 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,334,1,1,102,0,1
1540544776030,89,[/service/] GetMap EPSG:3857 Zoom 12 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,334,1,1,88,0,2
