timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1540544302701,79,[/service/] GetCapabilities KVP 1.3.0,200,OK,Test 1-1,text,true,,4945,179,1,1,77,0,2
1540544302830,69,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-1,bin,true,,51707,333,1,1,64,0,2
1540544302909,125,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-1,bin,true,,139952,328,1,1,115,0,2
1540544303043,123,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-1,bin,true,,107588,334,1,1,113,0,1
1540544303176,109,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-1,bin,true,,67303,336,1,1,102,0,1
1540544303296,99,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-1,bin,true,,39084,339,1,1,94,0,1
1540544303407,108,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-1,bin,true,,24343,340,1,1,105,0,1
1540544303525,96,[/service/] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-1,bin,true,,13210,340,1,1,92,0,1
1540544303630,100,[/service/] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-1,bin,true,,8901,340,1,1,97,0,2
1540544303741,95,[/service/] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-1,bin,true,,3837,339,1,1,95,0,2
1540544303846,109,[/service/] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,338,1,1,109,0,1
1540544303964,85,[/service/] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,340,1,1,85,0,1
1540544304058,107,[/service/] GetMap EPSG:3857 Zoom 11 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,340,1,1,107,0,2
1540544304174,88,[/service/] GetMap EPSG:3857 Zoom 12 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,340,1,1,88,0,2
1540544304271,89,[/service/] GetMap EPSG:3857 Zoom 13 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,340,1,1,89,0,1
1540544304369,80,[/service/] GetMap EPSG:3857 Zoom 14 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,338,1,1,80,0,2
1540544304458,52,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format JPG,200,OK,Test 1-1,bin,true,,62425,334,1,1,47,0,2
1540544304519,148,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format JPG,200,OK,Test 1-1,bin,true,,190572,329,1,1,140,0,1
1540544304677,130,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format JPG,200,OK,Test 1-1,bin,true,,185990,335,1,1,123,0,1
1540544304817,152,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format JPG,200,OK,Test 1-1,bin,true,,147473,337,1,1,151,0,1
1540544304978,112,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format JPG,200,OK,Test 1-1,bin,true,,98083,340,1,1,105,0,1
1540544305101,104,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format JPG,200,OK,Test 1-1,bin,true,,65516,341,1,1,99,0,2
1540544305215,102,[/service/] GetMap EPSG:3857 Zoom 6 Image/Format JPG,200,OK,Test 1-1,bin,true,,36191,341,1,1,98,0,1
1540544305326,100,[/service/] GetMap EPSG:3857 Zoom 7 Image/Format JPG,200,OK,Test 1-1,bin,true,,24410,341,1,1,96,0,2
1540544305435,82,[/service/] GetMap EPSG:3857 Zoom 8 Image/Format JPG,200,OK,Test 1-1,bin,true,,11631,340,1,1,79,0,2
1540544305526,111,[/service/] GetMap EPSG:3857 Zoom 9 Image/Format JPG,200,OK,Test 1-1,bin,true,,4915,339,1,1,111,0,1
1540544305646,83,[/service/] GetMap EPSG:3857 Zoom 10 Image/Format JPG,200,OK,Test 1-1,bin,true,,4915,341,1,1,83,0,2
1540544305739,98,[/service/] GetMap EPSG:3857 Zoom 11 Image/Format JPG,200,OK,Test 1-1,bin,true,,4915,341,1,1,95,0,2
1540544305846,82,[/service/] GetMap EPSG:3857 Zoom 12 Image/Format JPG,200,OK,Test 1-1,bin,true,,4915,341,1,1,82,0,2
1540544305937,98,[/service/] GetMap EPSG:3857 Zoom 13 Image/Format JPG,200,OK,Test 1-1,bin,true,,4915,341,1,1,98,0,2
1540544306044,65,[/service/] GetMap EPSG:3857 Zoom 14 Image/Format JPG,200,OK,Test 1-1,bin,true,,4915,339,1,1,63,0,1
1540544306110,34,[/service/] GetCapabilities KVP 1.3.0,200,OK,Test 1-1,text,true,,4945,179,1,1,31,0,2
1540544306168,54,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-1,bin,true,,51707,333,1,1,50,0,1
1540544306231,118,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-1,bin,true,,139952,328,1,1,110,0,2
1540544306359,114,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-1,bin,true,,107588,334,1,1,106,0,1
1540544306482,107,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-1,bin,true,,67303,336,1,1,100,0,1
1540544306598,117,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-1,bin,true,,39084,339,1,1,113,0,2
1540544306724,100,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-1,bin,true,,24343,340,1,1,97,0,2
1540544306833,137,[/service/] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-1,bin,true,,13210,340,1,1,134,0,2
1540544306978,107,[/service/] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-1,bin,true,,8901,340,1,1,104,0,2
1540544307096,89,[/service/] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-1,bin,true,,3837,339,1,1,89,0,1
1540544307194,102,[/service/] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,338,1,1,101,0,1
1540544307305,87,[/service/] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,340,1,1,87,0,2
1540544307401,102,[/service/] GetMap EPSG:3857 Zoom 11 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,340,1,1,102,0,2
1540544307512,87,[/service/] GetMap EPSG:3857 Zoom 12 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,340,1,1,86,0,2
1540544307608,97,[/service/] GetMap EPSG:3857 Zoom 13 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,340,1,1,97,0,2
