timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1541576212183,68,[/service/] GetCapabilities KVP 1.3.0,200,OK,Test 1-1,text,true,,2568,179,1,1,66,0,1
1541576212297,93,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-1,bin,true,,35844,319,1,1,88,0,2
1541576212393,41,[/service/] GetCapabilities KVP 1.3.0,200,OK,Test 1-2,text,true,,2568,179,2,2,40,0,1
1541576212400,146,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-1,bin,true,,93418,314,2,2,138,0,1
1541576212485,62,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-2,bin,true,,35844,319,2,2,57,0,1
1541576212601,48,[/service/] GetCapabilities KVP 1.3.0,200,OK,Test 1-3,text,true,,2568,179,3,3,46,0,1
1541576212557,181,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-1,bin,true,,74849,320,3,3,174,0,1
1541576212557,188,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-2,bin,true,,93418,314,3,3,181,0,1
1541576212693,90,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-3,bin,true,,35844,319,3,3,80,0,2
1541576212749,144,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-1,bin,true,,49172,322,4,4,137,0,1
1541576212755,150,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-2,bin,true,,74849,320,4,4,140,0,1
1541576212813,49,[/service/] GetCapabilities KVP 1.3.0,200,OK,Test 1-4,text,true,,2568,179,4,4,48,0,2
1541576212798,170,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-3,bin,true,,93418,314,4,4,166,0,2
1541576212931,87,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-4,bin,true,,35844,319,4,4,82,0,1
1541576212915,179,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-1,bin,true,,29913,325,5,5,176,0,2
1541576213022,66,[/service/] GetCapabilities KVP 1.3.0,200,OK,Test 1-5,text,true,,2568,179,5,5,65,0,2
1541576212925,199,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-2,bin,true,,49172,322,5,5,195,0,2
1541576213133,103,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format PNG,200,OK,Test 1-5,bin,true,,35844,319,5,5,98,0,1
1541576212979,258,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-3,bin,true,,74849,320,5,5,250,0,1
1541576213028,243,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-4,bin,true,,93418,314,5,5,235,0,1
1541576213109,163,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-1,bin,true,,19398,326,5,5,160,0,1
1541576213138,161,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-2,bin,true,,29913,325,5,5,157,0,1
1541576213310,181,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-2,bin,true,,19398,326,5,5,178,0,2
1541576213282,229,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-4,bin,true,,74849,320,5,5,224,0,1
1541576213282,236,[/service/] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-1,bin,true,,10793,326,5,5,232,0,1
1541576213248,276,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-3,bin,true,,49172,322,5,5,270,0,1
1541576213248,280,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format PNG,200,OK,Test 1-5,bin,true,,93418,314,5,5,265,0,1
1541576213502,225,[/service/] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-2,bin,true,,10793,326,5,5,221,0,1
1541576213530,212,[/service/] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-1,bin,true,,7310,326,5,5,209,0,2
1541576213535,220,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-3,bin,true,,29913,325,5,5,216,0,1
1541576213540,244,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format PNG,200,OK,Test 1-5,bin,true,,74849,320,5,5,239,0,1
1541576213525,266,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-4,bin,true,,49172,322,5,5,259,0,1
1541576213752,233,[/service/] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-1,bin,true,,3131,325,5,5,231,0,2
1541576213738,248,[/service/] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-2,bin,true,,7310,326,5,5,245,0,2
1541576213765,255,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-3,bin,true,,19398,326,5,5,250,0,1
1541576213801,248,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-4,bin,true,,29913,325,5,5,239,0,1
1541576213797,252,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format PNG,200,OK,Test 1-5,bin,true,,49172,322,5,5,248,0,1
1541576213996,231,[/service/] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,324,5,5,231,0,1
1541576213996,248,[/service/] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-2,bin,true,,3131,325,5,5,246,0,1
1541576214029,218,[/service/] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-3,bin,true,,10793,326,5,5,215,0,2
1541576214059,199,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format PNG,200,OK,Test 1-5,bin,true,,29913,325,5,5,194,0,1
1541576214059,216,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-4,bin,true,,19398,326,5,5,213,0,1
1541576214236,223,[/service/] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,326,5,5,223,0,2
1541576214269,195,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format PNG,200,OK,Test 1-5,bin,true,,19398,326,5,5,191,0,1
1541576214257,230,[/service/] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-3,bin,true,,7310,326,5,5,227,0,2
1541576214257,236,[/service/] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-2,bin,true,,1305,324,5,5,236,0,2
1541576214283,214,[/service/] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-4,bin,true,,10793,326,5,5,211,0,2
1541576214499,216,[/service/] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-3,bin,true,,3131,325,5,5,214,0,1
1541576214469,247,[/service/] GetMap EPSG:3857 Zoom 11 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,326,5,5,247,0,1
1541576214503,216,[/service/] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-2,bin,true,,1305,326,5,5,216,0,2
1541576214473,250,[/service/] GetMap EPSG:3857 Zoom 6 Image/Format PNG,200,OK,Test 1-5,bin,true,,10793,326,5,5,244,0,1
1541576214508,241,[/service/] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-4,bin,true,,7310,326,5,5,238,0,1
1541576214730,245,[/service/] GetMap EPSG:3857 Zoom 12 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,326,5,5,244,0,1
1541576214736,243,[/service/] GetMap EPSG:3857 Zoom 7 Image/Format PNG,200,OK,Test 1-5,bin,true,,7310,326,5,5,240,0,2
1541576214758,239,[/service/] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-4,bin,true,,3131,325,5,5,237,0,2
1541576214730,273,[/service/] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-3,bin,true,,1305,324,5,5,272,0,1
1541576214745,260,[/service/] GetMap EPSG:3857 Zoom 11 Image/Format PNG,200,OK,Test 1-2,bin,true,,1305,326,5,5,260,0,1
1541576214988,214,[/service/] GetMap EPSG:3857 Zoom 8 Image/Format PNG,200,OK,Test 1-5,bin,true,,3131,325,5,5,212,0,1
1541576214984,222,[/service/] GetMap EPSG:3857 Zoom 13 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,326,5,5,222,0,2
1541576215019,190,[/service/] GetMap EPSG:3857 Zoom 12 Image/Format PNG,200,OK,Test 1-2,bin,true,,1305,326,5,5,190,0,1
1541576215015,212,[/service/] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-3,bin,true,,1305,326,5,5,212,0,2
1541576215011,235,[/service/] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-4,bin,true,,1305,324,5,5,235,0,2
1541576215221,196,[/service/] GetMap EPSG:3857 Zoom 14 Image/Format PNG,200,OK,Test 1-1,bin,true,,1305,324,5,5,196,0,2
1541576215221,221,[/service/] GetMap EPSG:3857 Zoom 13 Image/Format PNG,200,OK,Test 1-2,bin,true,,1305,326,5,5,221,0,2
1541576215258,190,[/service/] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-4,bin,true,,1305,326,5,5,189,0,2
1541576215216,248,[/service/] GetMap EPSG:3857 Zoom 9 Image/Format PNG,200,OK,Test 1-5,bin,true,,1305,324,5,5,248,0,2
1541576215240,224,[/service/] GetMap EPSG:3857 Zoom 11 Image/Format PNG,200,OK,Test 1-3,bin,true,,1305,326,5,5,224,0,1
1541576215426,104,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format JPG,200,OK,Test 1-1,bin,true,,61313,320,5,5,100,0,1
1541576215454,172,[/service/] GetMap EPSG:3857 Zoom 14 Image/Format PNG,200,OK,Test 1-2,bin,true,,1305,324,5,5,172,0,1
1541576215474,170,[/service/] GetMap EPSG:3857 Zoom 12 Image/Format PNG,200,OK,Test 1-3,bin,true,,1305,326,5,5,170,0,2
1541576215474,172,[/service/] GetMap EPSG:3857 Zoom 10 Image/Format PNG,200,OK,Test 1-5,bin,true,,1305,326,5,5,172,0,2
1541576215458,216,[/service/] GetMap EPSG:3857 Zoom 11 Image/Format PNG,200,OK,Test 1-4,bin,true,,1305,326,5,5,216,0,1
1541576215635,107,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format JPG,200,OK,Test 1-2,bin,true,,61313,320,5,5,95,0,2
1541576215540,211,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format JPG,200,OK,Test 1-1,bin,true,,179269,315,5,5,198,0,1
1541576215654,159,[/service/] GetMap EPSG:3857 Zoom 13 Image/Format PNG,200,OK,Test 1-3,bin,true,,1305,326,5,5,159,0,1
1541576215656,243,[/service/] GetMap EPSG:3857 Zoom 11 Image/Format PNG,200,OK,Test 1-5,bin,true,,1305,326,5,5,243,0,1
1541576215686,214,[/service/] GetMap EPSG:3857 Zoom 12 Image/Format PNG,200,OK,Test 1-4,bin,true,,1305,326,5,5,214,0,1
1541576215755,185,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format JPG,200,OK,Test 1-2,bin,true,,179269,315,5,5,168,0,2
1541576215822,137,[/service/] GetMap EPSG:3857 Zoom 14 Image/Format PNG,200,OK,Test 1-3,bin,true,,1305,324,5,5,137,0,1
1541576215763,205,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format JPG,200,OK,Test 1-1,bin,true,,171659,321,5,5,195,0,1
1541576215970,105,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format JPG,200,OK,Test 1-3,bin,true,,61313,320,5,5,99,0,1
1541576215909,222,[/service/] GetMap EPSG:3857 Zoom 12 Image/Format PNG,200,OK,Test 1-5,bin,true,,1305,326,5,5,222,0,1
1541576215909,243,[/service/] GetMap EPSG:3857 Zoom 13 Image/Format PNG,200,OK,Test 1-4,bin,true,,1305,326,5,5,242,0,1
1541576215978,219,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format JPG,200,OK,Test 1-1,bin,true,,134483,323,5,5,206,0,1
1541576215949,250,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format JPG,200,OK,Test 1-2,bin,true,,171659,321,5,5,235,0,2
1541576216160,168,[/service/] GetMap EPSG:3857 Zoom 14 Image/Format PNG,200,OK,Test 1-4,bin,true,,1305,324,5,5,168,0,2
1541576216141,187,[/service/] GetMap EPSG:3857 Zoom 13 Image/Format PNG,200,OK,Test 1-5,bin,true,,1305,326,5,5,187,0,1
1541576216085,283,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format JPG,200,OK,Test 1-3,bin,true,,179269,315,5,5,272,0,2
1541576216209,176,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format JPG,200,OK,Test 1-2,bin,true,,134483,323,5,5,165,0,2
1541576216209,189,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format JPG,200,OK,Test 1-1,bin,true,,90407,326,5,5,179,0,2
1541576216338,105,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format JPG,200,OK,Test 1-4,bin,true,,61313,320,5,5,101,0,1
1541576216338,130,[/service/] GetMap EPSG:3857 Zoom 14 Image/Format PNG,200,OK,Test 1-5,bin,true,,1305,324,5,5,130,0,1
1541576216477,123,[/service/] GetMap EPSG:3857 Zoom 0 Image/Format JPG,200,OK,Test 1-5,bin,true,,61313,320,5,5,115,0,2
1541576216378,226,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format JPG,200,OK,Test 1-3,bin,true,,171659,321,5,5,218,0,1
1541576216408,206,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format JPG,200,OK,Test 1-1,bin,true,,61137,327,5,5,199,0,1
1541576216400,223,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format JPG,200,OK,Test 1-2,bin,true,,90407,326,5,5,223,0,1
1541576216453,192,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format JPG,200,OK,Test 1-4,bin,true,,179269,315,5,5,184,0,1
1541576216634,222,[/service/] GetMap EPSG:3857 Zoom 5 Image/Format JPG,200,OK,Test 1-2,bin,true,,61137,327,5,5,218,0,1
1541576216611,249,[/service/] GetMap EPSG:3857 Zoom 1 Image/Format JPG,200,OK,Test 1-5,bin,true,,179269,315,5,5,239,0,2
1541576216626,248,[/service/] GetMap EPSG:3857 Zoom 6 Image/Format JPG,200,OK,Test 1-1,bin,true,,34275,327,5,5,247,0,1
1541576216618,265,[/service/] GetMap EPSG:3857 Zoom 3 Image/Format JPG,200,OK,Test 1-3,bin,true,,134483,323,5,5,245,0,1
1541576216653,239,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format JPG,200,OK,Test 1-4,bin,true,,171659,321,5,5,230,0,2
1541576216896,211,[/service/] GetMap EPSG:3857 Zoom 4 Image/Format JPG,200,OK,Test 1-3,bin,true,,90407,326,5,5,203,0,2
1541576216873,234,[/service/] GetMap EPSG:3857 Zoom 2 Image/Format JPG,200,OK,Test 1-5,bin,true,,171659,321,5,5,216,0,2
1541576216889,224,[/service/] GetMap EPSG:3857 Zoom 7 Image/Format JPG,200,OK,Test 1-1,bin,true,,23050,327,5,5,219,0,1
